cu_cpu_pct,cu_mem_bytes,cu_net_tx_per_du,cu_net_rx,cu_fs_read,focal_du_cpu_pct,focal_du_mem_bytes,focal_du_net_tx,focal_du_fs_write,focal_du_fs_read,focal_radio_ul_brate,focal_radio_bsr,focal_radio_ul_nof_ok,sib_du_cpu_pct,sib_du_mem_bytes,sib_du_net_tx,sib_du_fs_write,sib_du_fs_read,sib_radio_ul_brate,sib_radio_bsr,sib_radio_ul_nof_ok,num_siblings,label,stress_type,cu_id,du_id,topology
0.5566370689061165,-0.44846648904283715,1.0202584436042645,2.6118882168564004,0.0,-0.2750623636783364,-1.8254927055889316,-0.2901965958259027,-0.5609027807103373,0.0,1.2047507779030469,0.8720202320979017,-0.7443951271427094,0.41627600985642116,0.44714676314495944,0.42290271624932596,-0.638185728355155,0.0,0.3864100888400522,1.0751052650866293,0.4011363353647532,-0.44721359549996265,0,0,srscu0,srsdu0,srscu0->srsdu0
0.5566370689061165,-0.44846648904283715,1.0202584436042645,2.6118882168564004,0.0,-0.2750623636783364,-1.8254927055889316,-0.2901965958259027,-0.5609027807103373,0.0,0.4304471013101883,-1.2374225702509791,-1.3749239259101262,0.4023596091454208,0.4465791178399642,0.4270865576195113,1.6888459978253099,0.0,0.4001411813858222,-0.2775892206492498,1.0074422673600618,-0.44721359549996265,0,0,srscu0,srsdu0,srscu0->srsdu0
-0.44823323775127183,-0.44846648904283715,-0.6208950254034945,1.4791212543187497,0.0,-1.2190135202586463,-1.7610597611008194,-0.5499053067525078,1.2965163646047515,0.0,1.1953029103078605,-0.7509574822549725,-0.47416849909953074,0.4012359535806697,0.4468651753164972,0.39573081162049945,-0.638185728355155,0.0,0.4001411813858222,-0.2775892206492498,1.0074422673600618,-0.44721359549996265,0,0,srscu0,srsdu0,srscu0->srsdu0
-1.5161132672953128,-0.44846648904283715,-0.6208950254034945,1.7602121811353573,0.0,-1.2190135202586463,-1.7610597611008194,-0.5499053067525078,1.2965163646047515,0.0,1.1824833130132768,-0.7509574822549725,-1.1947728405480071,0.4012359535806697,0.4468651753164972,0.39573081162049945,-0.638185728355155,0.0,0.790187428428392,-0.2775892206492498,0.44444390193584665,-0.44721359549996265,0,0,srscu0,srsdu0,srscu0->srsdu0
1.4058600965468833,-0.44846648904283715,-0.6208950254034945,-0.5242361228959184,0.0,-2.136335935101426,-1.0136376050387181,-0.6165909517802886,-0.5609027807103373,0.0,0.6601110648972655,0.8720202320979017,-1.4649994685911858,0.38557603660350687,0.4472540346986593,0.3967533832247076,-0.638185728355155,0.0,0.5394237509013764,-0.2775892206492498,0.6032383126965227,-0.44721359549996265,0,0,srscu0,srsdu0,srscu0->srsdu0
1.4058600965468833,-0.44846648904283715,-0.6208950254034945,-0.5242361228959184,0.0,-1.4148039519510873,0.9451239073998922,-0.825754366584041,-0.5609027807103373,0.0,0.3809248213502895,0.8720202320979017,-1.6001127826127752,0.4440913595649399,0.44708865772003864,0.423478015031783,2.0008654724427446,0.0,0.20745778482280253,1.0751052650866293,1.1373649670733423,-0.44721359549996265,0,0,srscu0,srsdu0,srscu0->srsdu0
-1.6795374410819783,-0.44846648904283715,-0.6208950254034945,-0.5242361228959184,0.0,-0.3353900046091855,-2.005904950155646,-0.39474752289966897,1.306204183760022,0.0,1.4719954787646572,0.8720202320979017,-1.9604149533370134,0.4440913595649399,0.44708865772003864,0.423478015031783,2.0008654724427446,0.0,0.43518267350495743,1.0751052650866293,0.3578287687936597,-0.44721359549996265,0,0,srscu0,srsdu0,srscu0->srsdu0
-1.6795374410819783,-0.44846648904283715,-0.6208950254034945,-0.5242361228959184,0.0,-0.3353900046091855,-2.005904950155646,-0.39474752289966897,1.306204183760022,0.0,0.7243846622920278,-0.7509574822549725,-0.1589040997158223,0.34703290690955585,0.44733001871586336,0.42014683225688615,-0.638185728355155,0.0,0.5930486284099616,1.0751052650866293,0.4877514685069402,-0.44721359549996265,0,0,srscu0,srsdu0,srscu0->srsdu0
-1.0013642391195614,-0.44846648904283715,0.49175139426278264,-0.17535730669846256,0.0,-0.9198247764742976,0.6100725960617088,-0.6205391815556518,-0.5609027807103373,0.0,0.06784566988749618,-0.7509574822549725,0.02124698564629681,0.34703290690955585,0.44733001871586336,0.42014683225688615,-0.638185728355155,0.0,0.50009969425398,-0.2775892206492498,0.44444390193584665,-0.44721359549996265,0,0,srscu0,srsdu0,srscu0->srsdu0
1.0794533697269004,-0.44846648904283715,-0.6208950254034945,-0.5242361228959184,0.0,0.0857044289918202,1.3059483965333205,-0.3401055842416418,-0.5609027807103373,0.0,0.24289463678120965,-0.7509574822549725,-0.42913072775900096,0.40534198999526333,0.44712888455267613,0.40303486870752125,-0.638185728355155,0.0,0.5048303597044808,-0.2775892206492498,0.5599307461254293,-0.44721359549996265,0,0,srscu0,srsdu0,srscu0->srsdu0
